user_id,session_id,date,device,traffic_source,category,price,product_view,add_to_cart,checkout,purchase,revenue
U10046,S10046,2026-01-26,Mobile,Google,Electronics,7543.0,1,0,0,0,0.0
U09654,S09654,2026-01-26,Desktop,Direct,Electronics,5177.0,1,0,0,0,0.0
U01836,S01836,2026-01-26,Mobile,Direct,Beauty,1784.0,1,0,0,0,0.0
U05692,S05692,2026-01-26,Mobile,Google,Clothing,657.0,1,0,0,0,0.0
U00807,S00807,2026-01-26,Desktop,Facebook,Shoes,13451.0,1,1,0,0,0.0
U08809,S08809,2026-01-26,Desktop,Google,Electronics,1239.0,1,0,0,0,0.0
U08001,S08001,2026-01-26,Mobile,Direct,Electronics,300.0,1,1,1,0,0.0
U11630,S11630,2026-01-26,Desktop,Google,Home,6846.0,1,1,0,0,0.0
U01962,S01962,2026-01-26,Mobile,Google,Home,7114.0,1,0,0,0,0.0
U06610,S06610,2026-01-26,Mobile,Facebook,Electronics,1215.0,1,1,0,0,0.0
U07420,S07420,2026-01-26,Mobile,Direct,Clothing,1100.0,1,1,0,0,0.0
U06562,S06562,2026-01-26,Mobile,Direct,Beauty,7849.0,1,0,0,0,0.0
U04964,S04964,2026-01-26,Mobile,Facebook,Beauty,14601.0,1,0,0,0,0.0
U08176,S08176,2026-01-26,Desktop,Facebook,Beauty,2486.0,1,0,0,0,0.0
U11717,S11717,2026-01-26,Mobile,Google,Home,1240.0,1,0,0,0,0.0
U09192,S09192,2026-01-26,Mobile,Direct,Electronics,1214.0,1,0,0,0,0.0
U03661,S03661,2026-01-26,Mobile,Facebook,Home,5674.0,1,0,0,0,0.0
U04336,S04336,2026-01-26,Mobile,Instagram,Shoes,3805.0,1,0,0,0,0.0
U04010,S04010,2026-01-26,Mobile,Direct,Clothing,18203.0,1,1,0,0,0.0
U00584,S00584,2026-01-26,Mobile,Direct,Beauty,6729.0,1,1,1,0,0.0
U07306,S07306,2026-01-26,Mobile,Google,Shoes,4268.0,1,1,0,0,0.0
U02741,S02741,2026-01-26,Mobile,Email,Shoes,8698.0,1,0,0,0,0.0
U11793,S11793,2026-01-26,Desktop,Email,Shoes,6943.0,1,1,0,0,0.0
U11698,S11698,2026-01-26,Mobile,Direct,Clothing,1214.0,1,0,0,0,0.0
U06296,S06296,2026-01-26,Desktop,Facebook,Electronics,2208.0,1,0,0,0,0.0
U07516,S07516,2026-01-26,Mobile,Google,Clothing,1073.0,1,1,1,1,1073.0
U04360,S04360,2026-01-26,Desktop,Facebook,Home,4617.0,1,1,1,1,4617.0
U10648,S10648,2026-01-26,Desktop,Google,Clothing,837.0,1,0,0,0,0.0
U08180,S08180,2026-01-26,Mobile,Direct,Home,4056.0,1,0,0,0,0.0
U07573,S07573,2026-01-26,Mobile,Direct,Shoes,1927.0,1,0,0,0,0.0
U03905,S03905,2026-01-26,Mobile,Direct,Clothing,2072.0,1,1,1,1,2072.0
U10471,S10471,2026-01-26,Mobile,Google,Shoes,1639.0,1,0,0,0,0.0
U04394,S04394,2026-01-26,Desktop,Facebook,Clothing,24726.0,1,1,1,0,0.0
U03301,S03301,2026-01-27,Tablet,Google,Clothing,2363.0,1,1,1,0,0.0
U09799,S09799,2026-01-27,Mobile,Google,Electronics,2221.0,1,0,0,0,0.0
U02300,S02300,2026-01-27,Desktop,Email,Electronics,17040.0,1,0,0,0,0.0
U04529,S04529,2026-01-27,Mobile,Google,Clothing,10642.0,1,0,0,0,0.0
U01458,S01458,2026-01-27,Mobile,Direct,Electronics,4709.0,1,1,1,0,0.0
U11055,S11055,2026-01-27,Mobile,Instagram,Electronics,2997.0,1,1,0,0,0.0
U09741,S09741,2026-01-27,Mobile,Instagram,Electronics,4107.0,1,1,0,0,0.0
U07336,S07336,2026-01-27,Desktop,Google,Clothing,3291.0,1,1,1,0,0.0
U10457,S10457,2026-01-27,Mobile,Google,Clothing,767.0,1,0,0,0,0.0
U06537,S06537,2026-01-27,Mobile,Google,Clothing,1334.0,1,0,0,0,0.0
U02734,S02734,2026-01-27,Mobile,Direct,Beauty,346.0,1,0,0,0,0.0
U08476,S08476,2026-01-27,Mobile,Direct,Home,6500.0,1,1,0,0,0.0
U07584,S07584,2026-01-27,Desktop,Google,Shoes,11183.0,1,0,0,0,0.0
U03803,S03803,2026-01-27,Mobile,Instagram,Clothing,5172.0,1,1,0,0,0.0
U07711,S07711,2026-01-27,Mobile,Instagram,Clothing,4110.0,1,1,1,0,0.0
U06660,S06660,2026-01-27,Mobile,Instagram,Electronics,546.0,1,0,0,0,0.0
U11120,S11120,2026-01-27,Desktop,Google,Electronics,23999.0,1,0,0,0,0.0
U11386,S11386,2026-01-27,Mobile,Google,Clothing,2810.0,1,0,0,0,0.0
U03916,S03916,2026-01-27,Mobile,Google,Beauty,614.0,1,0,0,0,0.0
U03136,S03136,2026-01-27,Desktop,Email,Home,8088.0,1,0,0,0,0.0
U04320,S04320,2026-01-27,Mobile,Instagram,Clothing,605.0,1,1,0,0,0.0
U11588,S11588,2026-01-27,Mobile,Email,Beauty,5430.0,1,0,0,0,0.0
U03636,S03636,2026-01-27,Mobile,Facebook,Home,2057.0,1,0,0,0,0.0
U00907,S00907,2026-01-27,Mobile,Direct,Clothing,3162.0,1,1,1,1,3162.0
U07533,S07533,2026-01-27,Mobile,Email,Clothing,1579.0,1,1,1,0,0.0
U10412,S10412,2026-01-27,Mobile,Direct,Shoes,572.0,1,0,0,0,0.0
U02599,S02599,2026-01-27,Tablet,Instagram,Home,5292.0,1,0,0,0,0.0
U11542,S11542,2026-01-27,Mobile,Google,Shoes,1859.0,1,0,0,0,0.0
U04225,S04225,2026-01-27,Mobile,Instagram,Electronics,395.0,1,0,0,0,0.0
U07695,S07695,2026-01-27,Mobile,Direct,Home,2120.0,1,1,1,1,2120.0
U01150,S01150,2026-01-27,Desktop,Google,Clothing,1416.0,1,1,1,1,1416.0
U02288,S02288,2026-01-27,Desktop,Google,Clothing,1456.0,1,0,0,0,0.0
U08580,S08580,2026-01-27,Mobile,Instagram,Shoes,3632.0,1,0,0,0,0.0
U02718,S02718,2026-01-27,Tablet,Direct,Electronics,858.0,1,0,0,0,0.0
U01157,S01157,2026-01-27,Mobile,Instagram,Clothing,2219.0,1,1,0,0,0.0
U10235,S10235,2026-01-27,Desktop,Email,Electronics,1477.0,1,0,0,0,0.0
U04533,S04533,2026-01-27,Desktop,Direct,Clothing,2191.0,1,0,0,0,0.0
U08038,S08038,2026-01-27,Mobile,Instagram,Clothing,1597.0,1,0,0,0,0.0
U08868,S08868,2026-01-27,Mobile,Google,Electronics,6297.0,1,1,1,1,6297.0
U07923,S07923,2026-01-27,Desktop,Direct,Home,7490.0,1,1,1,1,7490.0
U08284,S08284,2026-01-27,Mobile,Google,Clothing,6646.0,1,1,1,1,6646.0
U03773,S03773,2026-01-27,Desktop,Direct,Clothing,357.0,1,1,1,1,357.0
U01658,S01658,2026-01-27,Desktop,Instagram,Clothing,2044.0,1,1,1,1,2044.0
U04119,S04119,2026-01-27,Mobile,Facebook,Clothing,2735.0,1,0,0,0,0.0
U11246,S11246,2026-01-27,Mobile,Facebook,Clothing,2029.0,1,0,0,0,0.0
U06319,S06319,2026-01-27,Mobile,Instagram,Home,2826.0,1,1,0,0,0.0
U00495,S00495,2026-01-27,Desktop,Email,Beauty,1352.0,1,1,1,0,0.0
U01670,S01670,2026-01-27,Desktop,Direct,Shoes,1824.0,1,0,0,0,0.0
U08975,S08975,2026-01-27,Mobile,Facebook,Electronics,588.0,1,0,0,0,0.0
U11272,S11272,2026-01-27,Mobile,Direct,Home,1328.0,1,0,0,0,0.0
U00037,S00037,2026-01-27,Mobile,Instagram,Electronics,1547.0,1,0,0,0,0.0
U07950,S07950,2026-01-27,Desktop,Facebook,Home,6531.0,1,1,1,1,6531.0
U02782,S02782,2026-01-27,Mobile,Email,Clothing,1464.0,1,1,1,1,1464.0
U02438,S02438,2026-01-27,Desktop,Direct,Shoes,1146.0,1,1,0,0,0.0
U00221,S00221,2026-01-27,Mobile,Direct,Electronics,3386.0,1,0,0,0,0.0
U05517,S05517,2026-01-28,Mobile,Email,Clothing,4086.0,1,0,0,0,0.0
U06865,S06865,2026-01-28,Mobile,Direct,Clothing,2060.0,1,0,0,0,0.0
U04151,S04151,2026-01-28,Mobile,Google,Shoes,906.0,1,1,0,0,0.0
U10705,S10705,2026-01-28,Mobile,Direct,Beauty,1076.0,1,1,0,0,0.0
U00431,S00431,2026-01-28,Tablet,Google,Shoes,5598.0,1,0,0,0,0.0
U05518,S05518,2026-01-28,Mobile,Google,Electronics,1484.0,1,1,1,0,0.0
U09508,S09508,2026-01-28,Mobile,Email,Shoes,2365.0,1,0,0,0,0.0
U09012,S09012,2026-01-28,Desktop,Facebook,Clothing,769.0,1,0,0,0,0.0
U11824,S11824,2026-01-28,Desktop,Google,Clothing,1581.0,1,1,0,0,0.0
U11370,S11370,2026-01-28,Desktop,Google,Home,12936.0,1,0,0,0,0.0
U03156,S03156,2026-01-28,Mobile,Direct,Home,3889.0,1,1,0,0,0.0
U05246,S05246,2026-01-28,Desktop,Google,Electronics,5766.0,1,1,1,0,0.0
U11948,S11948,2026-01-28,Mobile,Direct,Clothing,687.0,1,1,1,1,687.0
U09128,S09128,2026-01-28,Mobile,Instagram,Clothing,1911.0,1,0,0,0,0.0
U07532,S07532,2026-01-28,Mobile,Direct,Electronics,5622.0,1,0,0,0,0.0
U08550,S08550,2026-01-28,Desktop,Facebook,Home,3765.0,1,0,0,0,0.0
U00048,S00048,2026-01-28,Mobile,Instagram,Electronics,1361.0,1,1,1,1,1361.0
U07522,S07522,2026-01-28,Mobile,Facebook,Clothing,1102.0,1,1,0,0,0.0
U01910,S01910,2026-01-28,Desktop,Instagram,Home,1645.0,1,0,0,0,0.0
U00286,S00286,2026-01-28,Mobile,Google,Clothing,884.0,1,0,0,0,0.0
U11204,S11204,2026-01-28,Mobile,Instagram,Beauty,4174.0,1,1,0,0,0.0
U05210,S05210,2026-01-28,Mobile,Direct,Shoes,11652.0,1,0,0,0,0.0
U07519,S07519,2026-01-28,Mobile,Facebook,Shoes,6488.0,1,0,0,0,0.0
U05532,S05532,2026-01-28,Desktop,Direct,Electronics,1101.0,1,1,1,1,1101.0
U11722,S11722,2026-01-28,Mobile,Facebook,Clothing,3260.0,1,0,0,0,0.0
U05199,S05199,2026-01-28,Desktop,Instagram,Shoes,3779.0,1,0,0,0,0.0
U04743,S04743,2026-01-28,Desktop,Facebook,Electronics,2833.0,1,1,0,0,0.0
U00284,S00284,2026-01-28,Mobile,Google,Electronics,1278.0,1,1,1,1,1278.0
U10761,S10761,2026-01-28,Mobile,Direct,Beauty,2017.0,1,1,1,1,2017.0
U08717,S08717,2026-01-28,Mobile,Instagram,Home,2282.0,1,0,0,0,0.0
U10744,S10744,2026-01-28,Desktop,Direct,Shoes,3309.0,1,0,0,0,0.0
U02737,S02737,2026-01-28,Mobile,Direct,Beauty,2255.0,1,1,1,0,0.0
U04602,S04602,2026-01-28,Tablet,Google,Beauty,1775.0,1,0,0,0,0.0
U04256,S04256,2026-01-28,Mobile,Google,Home,4199.0,1,0,0,0,0.0
U10746,S10746,2026-01-28,Mobile,Instagram,Shoes,1019.0,1,1,1,0,0.0
U08641,S08641,2026-01-28,Mobile,Direct,Electronics,3726.0,1,1,1,1,3726.0
U00191,S00191,2026-01-28,Tablet,Email,Beauty,2151.0,1,1,1,1,2151.0
U02768,S02768,2026-01-28,Desktop,Instagram,Shoes,2637.0,1,0,0,0,0.0
U08919,S08919,2026-01-28,Desktop,Google,Beauty,10527.0,1,0,0,0,0.0
U07202,S07202,2026-01-28,Mobile,Instagram,Electronics,14764.0,1,0,0,0,0.0
U05587,S05587,2026-01-28,Mobile,Direct,Shoes,1388.0,1,0,0,0,0.0
U09892,S09892,2026-01-28,Mobile,Direct,Clothing,2688.0,1,1,0,0,0.0
U09898,S09898,2026-01-28,Desktop,Facebook,Home,633.0,1,0,0,0,0.0
U11070,S11070,2026-01-28,Mobile,Email,Shoes,3634.0,1,0,0,0,0.0
U10754,S10754,2026-01-28,Mobile,Instagram,Clothing,1208.0,1,0,0,0,0.0
U10711,S10711,2026-01-28,Desktop,Email,Home,1041.0,1,1,1,1,1041.0
U05393,S05393,2026-01-28,Tablet,Email,Home,843.0,1,0,0,0,0.0
U05385,S05385,2026-01-28,Mobile,Google,Clothing,3358.0,1,0,0,0,0.0
U06440,S06440,2026-01-28,Mobile,Google,Home,11753.0,1,0,0,0,0.0
U08125,S08125,2026-01-28,Tablet,Direct,Home,2180.0,1,1,0,0,0.0
U04286,S04286,2026-01-28,Mobile,Direct,Clothing,1897.0,1,0,0,0,0.0
U10820,S10820,2026-01-28,Mobile,Instagram,Shoes,1066.0,1,0,0,0,0.0
U01855,S01855,2026-01-28,Desktop,Google,Shoes,3977.0,1,0,0,0,0.0
U00975,S00975,2026-01-28,Mobile,Google,Clothing,4923.0,1,0,0,0,0.0
U09317,S09317,2026-01-28,Desktop,Instagram,Home,4814.0,1,1,1,0,0.0
U06855,S06855,2026-01-28,Mobile,Direct,Electronics,1982.0,1,0,0,0,0.0
U06934,S06934,2026-01-28,Desktop,Direct,Shoes,2971.0,1,1,1,1,2971.0
U05786,S05786,2026-01-28,Desktop,Google,Beauty,1446.0,1,0,0,0,0.0
U02557,S02557,2026-01-28,Mobile,Google,Shoes,1065.0,1,1,0,0,0.0
U01104,S01104,2026-01-28,Desktop,Direct,Electronics,4144.0,1,0,0,0,0.0
U01595,S01595,2026-01-28,Desktop,Direct,Electronics,1085.0,1,1,1,1,1085.0
U04442,S04442,2026-01-29,Mobile,Facebook,Clothing,20909.0,1,0,0,0,0.0
U03316,S03316,2026-01-29,Mobile,Email,Clothing,1985.0,1,0,0,0,0.0
U05828,S05828,2026-01-29,Mobile,Instagram,Home,892.0,1,1,1,0,0.0
U03348,S03348,2026-01-29,Mobile,Instagram,Shoes,4080.0,1,0,0,0,0.0
U08261,S08261,2026-01-29,Mobile,Direct,Shoes,1998.0,1,1,1,1,1998.0
U02522,S02522,2026-01-29,Mobile,Google,Beauty,10407.0,1,0,0,0,0.0
U09952,S09952,2026-01-29,Tablet,Instagram,Shoes,1682.0,1,0,0,0,0.0
U08241,S08241,2026-01-29,Mobile,Direct,Electronics,1650.0,1,0,0,0,0.0
U11509,S11509,2026-01-29,Desktop,Instagram,Home,902.0,1,0,0,0,0.0
U06918,S06918,2026-01-29,Desktop,Direct,Clothing,3136.0,1,0,0,0,0.0
U02797,S02797,2026-01-29,Desktop,Instagram,Electronics,3077.0,1,1,1,1,3077.0
U01494,S01494,2026-01-29,Desktop,Instagram,Clothing,1193.0,1,0,0,0,0.0
U01336,S01336,2026-01-29,Desktop,Instagram,Beauty,1414.0,1,1,1,1,1414.0
U02486,S02486,2026-01-29,Mobile,Direct,Electronics,4193.0,1,0,0,0,0.0
U10264,S10264,2026-01-29,Mobile,Direct,Beauty,8238.0,1,0,0,0,0.0
U06942,S06942,2026-01-29,Mobile,Google,Clothing,300.0,1,0,0,0,0.0
U06669,S06669,2026-01-29,Mobile,Email,Electronics,899.0,1,0,0,0,0.0
U00597,S00597,2026-01-29,Desktop,Facebook,Shoes,1289.0,1,1,1,1,1289.0
U02745,S02745,2026-01-29,Mobile,Facebook,Shoes,5829.0,1,0,0,0,0.0
U07492,S07492,2026-01-29,Tablet,Direct,Home,1997.0,1,0,0,0,0.0
U07039,S07039,2026-01-29,Desktop,Email,Electronics,951.0,1,0,0,0,0.0
U10000,S10000,2026-01-29,Mobile,Instagram,Electronics,9060.0,1,1,0,0,0.0
U09311,S09311,2026-01-29,Mobile,Facebook,Clothing,5829.0,1,1,1,1,5829.0
U11021,S11021,2026-01-29,Mobile,Direct,Beauty,2823.0,1,0,0,0,0.0
U01492,S01492,2026-01-29,Desktop,Direct,Beauty,1558.0,1,0,0,0,0.0
U07423,S07423,2026-01-29,Mobile,Facebook,Beauty,7648.0,1,1,1,1,7648.0
U05369,S05369,2026-01-29,Desktop,Email,Shoes,2009.0,1,1,0,0,0.0
U09211,S09211,2026-01-29,Tablet,Direct,Electronics,1910.0,1,0,0,0,0.0
U02353,S02353,2026-01-29,Mobile,Email,Electronics,1215.0,1,0,0,0,0.0
U07806,S07806,2026-01-29,Desktop,Direct,Electronics,1700.0,1,0,0,0,0.0
U05021,S05021,2026-01-29,Desktop,Email,Beauty,5997.0,1,1,1,1,5997.0
U07750,S07750,2026-01-29,Desktop,Direct,Clothing,3546.0,1,0,0,0,0.0
U07854,S07854,2026-01-29,Mobile,Direct,Beauty,4491.0,1,1,0,0,0.0
U09295,S09295,2026-01-29,Mobile,Email,Beauty,981.0,1,1,1,1,981.0
U04745,S04745,2026-01-29,Mobile,Google,Beauty,5338.0,1,1,1,0,0.0
U02566,S02566,2026-01-29,Mobile,Instagram,Clothing,8842.0,1,0,0,0,0.0
U05026,S05026,2026-01-29,Mobile,Google,Clothing,2994.0,1,0,0,0,0.0
U04778,S04778,2026-01-29,Mobile,Instagram,Clothing,932.0,1,0,0,0,0.0
U11208,S11208,2026-01-29,Desktop,Direct,Electronics,4251.0,1,1,1,1,4251.0
U01056,S01056,2026-01-29,Desktop,Google,Home,4530.0,1,0,0,0,0.0
U01070,S01070,2026-01-29,Mobile,Email,Electronics,5297.0,1,1,0,0,0.0
U04103,S04103,2026-01-29,Mobile,Google,Home,8102.0,1,0,0,0,0.0
U10287,S10287,2026-01-29,Desktop,Direct,Beauty,1810.0,1,1,0,0,0.0
U01912,S01912,2026-01-29,Mobile,Google,Shoes,300.0,1,0,0,0,0.0
U06445,S06445,2026-01-29,Mobile,Direct,Home,633.0,1,0,0,0,0.0
U09464,S09464,2026-01-29,Mobile,Facebook,Clothing,1799.0,1,1,1,0,0.0
U07959,S07959,2026-01-29,Mobile,Google,Clothing,2732.0,1,1,1,1,2732.0
U07892,S07892,2026-01-29,Desktop,Direct,Shoes,574.0,1,0,0,0,0.0
U00006,S00006,2026-01-30,Tablet,Google,Clothing,1689.0,1,0,0,0,0.0
U11811,S11811,2026-01-30,Tablet,Google,Electronics,1564.0,1,0,0,0,0.0
U03277,S03277,2026-01-30,Mobile,Google,Electronics,779.0,1,1,0,0,0.0
U00469,S00469,2026-01-30,Mobile,Google,Clothing,1740.0,1,1,1,1,1740.0
U01202,S01202,2026-01-30,Mobile,Google,Home,2869.0,1,1,1,0,0.0
U07749,S07749,2026-01-30,Mobile,Google,Shoes,1496.0,1,1,0,0,0.0
U09814,S09814,2026-01-30,Mobile,Email,Electronics,9662.0,1,1,1,1,9662.0
U01870,S01870,2026-01-30,Desktop,Facebook,Shoes,1573.0,1,1,0,0,0.0
U06040,S06040,2026-01-30,Mobile,Email,Beauty,4019.0,1,0,0,0,0.0
U05886,S05886,2026-01-30,Mobile,Instagram,Home,1688.0,1,0,0,0,0.0
U02140,S02140,2026-01-30,Desktop,Direct,Beauty,1073.0,1,0,0,0,0.0
U10332,S10332,2026-01-30,Desktop,Instagram,Home,2329.0,1,0,0,0,0.0
U11020,S11020,2026-01-30,Desktop,Google,Home,9252.0,1,0,0,0,0.0
U03251,S03251,2026-01-30,Tablet,Direct,Shoes,6433.0,1,1,1,1,6433.0
U08592,S08592,2026-01-30,Mobile,Instagram,Shoes,572.0,1,1,1,1,572.0
U08567,S08567,2026-01-30,Desktop,Email,Shoes,4592.0,1,1,1,1,4592.0
U09636,S09636,2026-01-30,Mobile,Google,Beauty,867.0,1,0,0,0,0.0
U09328,S09328,2026-01-30,Mobile,Direct,Home,3549.0,1,1,1,0,0.0
U08458,S08458,2026-01-30,Desktop,Direct,Beauty,3376.0,1,1,1,0,0.0
U02487,S02487,2026-01-30,Desktop,Google,Beauty,3781.0,1,1,1,1,3781.0
U05152,S05152,2026-01-30,Mobile,Google,Beauty,8409.0,1,0,0,0,0.0
U03369,S03369,2026-01-30,Mobile,Google,Shoes,30000.0,1,0,0,0,0.0
U10642,S10642,2026-01-30,Desktop,Instagram,Home,333.0,1,0,0,0,0.0
U04007,S04007,2026-01-30,Mobile,Direct,Beauty,2178.0,1,1,0,0,0.0
U09074,S09074,2026-01-30,Desktop,Direct,Home,4159.0,1,0,0,0,0.0
U07389,S07389,2026-01-30,Mobile,Google,Clothing,5389.0,1,0,0,0,0.0
U02977,S02977,2026-01-30,Desktop,Instagram,Home,8405.0,1,0,0,0,0.0
U00573,S00573,2026-01-30,Mobile,Email,Home,12275.0,1,0,0,0,0.0
U05465,S05465,2026-01-30,Mobile,Email,Shoes,2966.0,1,0,0,0,0.0
U10784,S10784,2026-01-30,Mobile,Google,Home,4225.0,1,0,0,0,0.0
U10185,S10185,2026-01-30,Mobile,Facebook,Shoes,7078.0,1,1,0,0,0.0
U10022,S10022,2026-01-30,Mobile,Google,Home,1572.0,1,0,0,0,0.0
U05466,S05466,2026-01-30,Desktop,Email,Clothing,6334.0,1,1,1,1,6334.0
U05481,S05481,2026-01-30,Mobile,Instagram,Clothing,1134.0,1,0,0,0,0.0
U00154,S00154,2026-01-30,Mobile,Instagram,Home,1374.0,1,0,0,0,0.0
U10976,S10976,2026-01-30,Mobile,Email,Beauty,2727.0,1,1,1,1,2727.0
U09774,S09774,2026-01-30,Mobile,Google,Shoes,2998.0,1,1,0,0,0.0
U11310,S11310,2026-01-30,Mobile,Instagram,Beauty,516.0,1,1,0,0,0.0
U00900,S00900,2026-01-30,Mobile,Instagram,Beauty,1051.0,1,1,1,0,0.0
U01030,S01030,2026-01-30,Mobile,Instagram,Electronics,2622.0,1,0,0,0,0.0
U10116,S10116,2026-01-30,Mobile,Google,Clothing,1965.0,1,0,0,0,0.0
U03490,S03490,2026-01-30,Mobile,Facebook,Home,994.0,1,1,1,1,994.0
U00112,S00112,2026-01-30,Mobile,Instagram,Electronics,3586.0,1,0,0,0,0.0
U05618,S05618,2026-01-30,Desktop,Google,Electronics,1666.0,1,1,1,1,1666.0
U09896,S09896,2026-01-30,Desktop,Direct,Beauty,1124.0,1,0,0,0,0.0
U03965,S03965,2026-01-30,Mobile,Instagram,Electronics,348.0,1,1,0,0,0.0
U07766,S07766,2026-01-30,Mobile,Facebook,Shoes,7655.0,1,1,1,1,7655.0
U10853,S10853,2026-01-30,Mobile,Instagram,Shoes,7250.0,1,0,0,0,0.0
U00506,S00506,2026-01-30,Desktop,Google,Home,6184.0,1,0,0,0,0.0
U09909,S09909,2026-01-30,Mobile,Email,Shoes,3112.0,1,0,0,0,0.0
U10561,S10561,2026-01-30,Mobile,Direct,Beauty,5754.0,1,0,0,0,0.0
U06987,S06987,2026-01-30,Mobile,Google,Shoes,1695.0,1,0,0,0,0.0
U09386,S09386,2026-01-30,Mobile,Google,Shoes,3233.0,1,0,0,0,0.0
U08170,S08170,2026-01-30,Mobile,Instagram,Clothing,4148.0,1,0,0,0,0.0
U03362,S03362,2026-01-31,Mobile,Instagram,Clothing,5073.0,1,1,1,1,5073.0
U00956,S00956,2026-01-31,Desktop,Google,Shoes,530.0,1,0,0,0,0.0
U08688,S08688,2026-01-31,Mobile,Instagram,Home,4126.0,1,0,0,0,0.0
U06481,S06481,2026-01-31,Desktop,Email,Clothing,980.0,1,1,1,1,980.0
U11061,S11061,2026-01-31,Mobile,Instagram,Beauty,2554.0,1,1,0,0,0.0
U11134,S11134,2026-01-31,Tablet,Direct,Shoes,1766.0,1,1,1,1,1766.0
U09837,S09837,2026-01-31,Mobile,Email,Electronics,1468.0,1,0,0,0,0.0
U03894,S03894,2026-01-31,Mobile,Direct,Beauty,3062.0,1,0,0,0,0.0
U08504,S08504,2026-01-31,Mobile,Facebook,Beauty,3352.0,1,1,1,1,3352.0
U02856,S02856,2026-01-31,Tablet,Email,Clothing,1290.0,1,1,1,1,1290.0
U09268,S09268,2026-01-31,Desktop,Google,Clothing,6304.0,1,0,0,0,0.0
U04647,S04647,2026-01-31,Desktop,Direct,Shoes,4352.0,1,0,0,0,0.0
U10410,S10410,2026-01-31,Mobile,Instagram,Clothing,4671.0,1,1,1,1,4671.0
U11726,S11726,2026-01-31,Mobile,Google,Clothing,527.0,1,1,1,1,527.0
U11171,S11171,2026-01-31,Mobile,Instagram,Clothing,842.0,1,0,0,0,0.0
U03542,S03542,2026-01-31,Mobile,Instagram,Clothing,3746.0,1,0,0,0,0.0
U04800,S04800,2026-01-31,Desktop,Instagram,Home,393.0,1,1,0,0,0.0
U06177,S06177,2026-01-31,Desktop,Google,Home,739.0,1,0,0,0,0.0
U03753,S03753,2026-01-31,Mobile,Instagram,Electronics,1588.0,1,0,0,0,0.0
U01210,S01210,2026-01-31,Mobile,Facebook,Shoes,7516.0,1,0,0,0,0.0
U10432,S10432,2026-01-31,Desktop,Direct,Beauty,775.0,1,0,0,0,0.0
U01110,S01110,2026-01-31,Mobile,Google,Clothing,2921.0,1,0,0,0,0.0
U06218,S06218,2026-01-31,Desktop,Google,Electronics,4143.0,1,0,0,0,0.0
U10509,S10509,2026-01-31,Mobile,Direct,Electronics,2069.0,1,1,0,0,0.0
U07275,S07275,2026-01-31,Desktop,Google,Clothing,15724.0,1,1,1,1,15724.0
U04310,S04310,2026-01-31,Desktop,Facebook,Home,1098.0,1,1,0,0,0.0
U01820,S01820,2026-01-31,Mobile,Direct,Shoes,1947.0,1,0,0,0,0.0
U08207,S08207,2026-01-31,Mobile,Facebook,Electronics,1025.0,1,0,0,0,0.0
U02483,S02483,2026-01-31,Mobile,Direct,Home,1772.0,1,0,0,0,0.0
U09964,S09964,2026-01-31,Tablet,Google,Beauty,18118.0,1,0,0,0,0.0
U11974,S11974,2026-01-31,Mobile,Email,Clothing,2607.0,1,1,1,1,2607.0
U01983,S01983,2026-01-31,Desktop,Direct,Home,4136.0,1,0,0,0,0.0
U06628,S06628,2026-01-31,Mobile,Google,Shoes,2165.0,1,1,0,0,0.0
U09637,S09637,2026-01-31,Mobile,Google,Electronics,3495.0,1,0,0,0,0.0
U05531,S05531,2026-01-31,Mobile,Direct,Home,2112.0,1,0,0,0,0.0
U11206,S11206,2026-01-31,Mobile,Email,Electronics,1325.0,1,0,0,0,0.0
U06626,S06626,2026-01-31,Desktop,Instagram,Shoes,2704.0,1,0,0,0,0.0
U01254,S01254,2026-01-31,Mobile,Google,Clothing,2106.0,1,0,0,0,0.0
U01780,S01780,2026-01-31,Mobile,Email,Home,2773.0,1,1,0,0,0.0
U00682,S00682,2026-01-31,Mobile,Google,Beauty,4945.0,1,1,0,0,0.0
U11417,S11417,2026-01-31,Desktop,Google,Electronics,10543.0,1,1,1,1,10543.0
U00694,S00694,2026-01-31,Mobile,Google,Electronics,5043.0,1,0,0,0,0.0
U09153,S09153,2026-01-31,Mobile,Direct,Electronics,18900.0,1,1,1,0,0.0
U06604,S06604,2026-01-31,Mobile,Direct,Electronics,4266.0,1,0,0,0,0.0
U05811,S05811,2026-01-31,Mobile,Direct,Shoes,8741.0,1,0,0,0,0.0
U03572,S03572,2026-01-31,Mobile,Facebook,Clothing,3041.0,1,0,0,0,0.0
U00874,S00874,2026-01-31,Mobile,Direct,Clothing,2727.0,1,0,0,0,0.0
U10863,S10863,2026-01-31,Mobile,Direct,Electronics,2894.0,1,0,0,0,0.0
U10867,S10867,2026-01-31,Mobile,Direct,Beauty,1557.0,1,0,0,0,0.0
U08359,S08359,2026-01-31,Desktop,Google,Electronics,7563.0,1,1,1,0,0.0
U05220,S05220,2026-01-31,Mobile,Instagram,Home,1310.0,1,1,1,1,1310.0
U08724,S08724,2026-01-31,Desktop,Google,Shoes,1302.0,1,1,1,1,1302.0
U10369,S10369,2026-01-31,Mobile,Email,Beauty,4552.0,1,0,0,0,0.0
U02447,S02447,2026-01-31,Mobile,Direct,Home,2521.0,1,0,0,0,0.0
U05571,S05571,2026-01-31,Mobile,Instagram,Shoes,762.0,1,0,0,0,0.0
